LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
Counterfactual at location: 2,1: [7920, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 33833, 28635, 44127, 27592, 6130, 7566, 2142, 1320, 437, 3145, 1765, 1008] Fitness: [[1.8385187]] Classifier Val: [[1.8531505e-13]]
Counterfactual at location: 2,2: [7920, 2, 3, 2, 23, 0, 0, 0, 0, 0, 0, 29630, 24128, 54273, 30336, 11720, 7566, 2404, 1320, 437, 3026, 1765, 1008] Fitness: [[1.7905102]] Classifier Val: [[0.]]
Counterfactual at location: 2,3: [8637, 2, 4, 2, 22, 0, 0, 0, 0, 0, 2, 29664, 25048, 44127, 25068, 10431, 7566, 2131, 1210, 437, 3026, 1734, 839] Fitness: [[1.7532418]] Classifier Val: [[2.971059e-27]]
Counterfactual at location: 3,0: [10635, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 24128, 52422, 28907, 11720, 7566, 2142, 1525, 470, 3026, 1765, 1881] Fitness: [[1.8043897]] Classifier Val: [[0.]]
Counterfactual at location: 3,1: [10635, 2, 2, 2, 22, 0, 0, 0, 0, 0, 2, 29630, 25048, 44127, 25721, 16731, 7566, 1832, 1480, 437, 3026, 2405, 1881] Fitness: [[1.8093929]] Classifier Val: [[2.6968137e-12]]
Counterfactual at location: 3,2: [10635, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 21428, 37563, 25818, 6130, 7566, 1531, 1320, 470, 3044, 1765, 2309] Fitness: [[1.8052323]] Classifier Val: [[2.7374073e-23]]
Counterfactual at location: 3,3: [10635, 2, 4, 2, 21, 0, 0, 0, 0, 0, 0, 29630, 21428, 44127, 28826, 11720, 7566, 2142, 1669, 470, 3026, 1765, 539] Fitness: [[1.7998519]] Classifier Val: [[0.]]
Counterfactual at location: 4,0: [12793, 2, 1, 2, 22, 0, 0, 0, 0, 0, 1, 29964, 24128, 44127, 22535, 11720, 6995, 2131, 1320, 437, 3026, 1765, 1511] Fitness: [[1.7628713]] Classifier Val: [[2.1348769e-20]]
Counterfactual at location: 4,1: [12793, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 33833, 24128, 42680, 25068, 3329, 5608, 1832, 935, 467, 3026, 1765, 1511] Fitness: [[1.8268158]] Classifier Val: [[6.566892e-10]]
Counterfactual at location: 4,2: [12793, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 26132, 52422, 30336, 11720, 7566, 1641, 1210, 470, 3026, 1765, 1008] Fitness: [[1.8142338]] Classifier Val: [[4.691084e-07]]
Counterfactual at location: 4,3: [12793, 2, 4, 2, 22, 0, 0, 0, 0, 0, 6, 29630, 24128, 52422, 28907, 11720, 7566, 1641, 1320, 470, 3026, 1765, 2778] Fitness: [[1.7732139]] Classifier Val: [[0.]]
Counterfactual at location: 5,0: [15894, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 24128, 54979, 26460, 11720, 7566, 2142, 1525, 470, 3026, 1765, 1696] Fitness: [[1.8098028]] Classifier Val: [[0.]]
Counterfactual at location: 5,1: [17374, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29630, 24128, 54979, 26460, 11720, 5272, 431, 1525, 470, 3026, 1765, 2080] Fitness: [[1.8276076]] Classifier Val: [[1.7210833e-37]]
Counterfactual at location: 5,2: [17374, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 25968, 17451, 37563, 25818, 6130, 6861, 1531, 1320, 470, 3044, 1765, 1881] Fitness: [[1.8110642]] Classifier Val: [[0.]]
Counterfactual at location: 5,3: [17374, 2, 4, 2, 24, 0, 0, 0, 0, 0, 3, 30980, 17451, 44127, 25068, 11001, 5272, 1832, 1320, 489, 3140, 1765, 839] Fitness: [[1.7614753]] Classifier Val: [[0.]]
Counterfactual at location: 6,0: [20315, 2, 1, 2, 22, 0, 0, 0, 0, 0, 2, 29964, 19352, 36912, 28907, 11720, 7566, 1641, 1320, 437, 3026, 1765, 2365] Fitness: [[1.7846451]] Classifier Val: [[0.]]
Counterfactual at location: 6,1: [20315, 2, 2, 2, 22, 0, 0, -1, 0, 0, 0, 28941, 25048, 36912, 30928, 13389, 7566, 1641, 3602, 470, 3140, 1765, 512] Fitness: [[1.8148363]] Classifier Val: [[0.]]
Counterfactual at location: 6,2: [20315, 2, 3, 2, 22, 0, 0, 0, 0, 0, 2, 29964, 19352, 37563, 25721, 11720, 7566, 1641, 1320, 437, 3026, 1765, 2365] Fitness: [[1.7818396]] Classifier Val: [[0.]]
Counterfactual at location: 6,3: [20315, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 19352, 37563, 25721, 11351, 7566, 1238, 1320, 208, 3026, 1765, 1008] Fitness: [[1.7970035]] Classifier Val: [[0.]]
Counterfactual at location: 7,0: [22779, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 21428, 38033, 25721, 11720, 7566, 2142, 1032, 437, 3140, 1765, 1511] Fitness: [[1.8133631]] Classifier Val: [[0.]]
Counterfactual at location: 7,1: [22299, 2, 2, 2, 22, 0, 0, 0, 0, 0, 1, 25968, 19677, 37563, 26930, 14764, 7566, 1832, 1320, 470, 3026, 1765, 2041] Fitness: [[1.8343928]] Classifier Val: [[0.]]
Counterfactual at location: 7,2: [22299, 2, 3, 2, 23, 0, 0, 0, 0, 0, 0, 25968, 19677, 39405, 26930, 11720, 6861, 1531, 1320, 2183, 3026, 2425, 1008] Fitness: [[1.79194]] Classifier Val: [[0.]]
Counterfactual at location: 7,3: [22299, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 25968, 19677, 39405, 30336, 13389, 6861, 2126, 1210, 437, 3026, 1765, 1881] Fitness: [[1.8210905]] Classifier Val: [[0.]]
Counterfactual at location: 8,0: [25372, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 16772, 54273, 25068, 14940, 7566, 1735, 1210, 437, 3145, 1765, 539] Fitness: [[1.8176811]] Classifier Val: [[0.]]
Counterfactual at location: 8,1: [25372, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 19677, 54273, 25068, 11720, 6861, 1735, 1210, 437, 3026, 1765, 1881] Fitness: [[1.8655474]] Classifier Val: [[0.]]
Counterfactual at location: 8,2: [25445, 2, 3, 2, 21, 0, 0, 0, 0, 0, 0, 25367, 23218, 44127, 28826, 11720, 10740, 2142, 1320, 470, 3026, 1746, 539] Fitness: [[1.8143096]] Classifier Val: [[0.]]
Counterfactual at location: 8,3: [25372, 2, 4, 2, 23, 0, 0, 0, 0, 0, 0, 30106, 25048, 37563, 25723, 13448, 8975, 1832, 1210, 437, 3026, 1765, 2883] Fitness: [[1.830265]] Classifier Val: [[0.]]
Counterfactual at location: 9,0: [28600, 2, 1, 2, 22, 0, 0, 0, 0, 0, 5, 23934, 25373, 39405, 29760, 17533, 6861, 1316, 1238, 470, 3026, 2425, 1327] Fitness: [[1.790637]] Classifier Val: [[0.]]
Counterfactual at location: 9,1: [22299, 1, 2, 1, 22, -1, -1, -1, 0, -1, 2, 23934, 29198, 44127, 25068, 10353, 7566, 2562, 1320, 1063, 3026, 1765, 539] Fitness: [[2.]] Classifier Val: [[0.]]
Counterfactual at location: 9,2: [28116, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30461, 25943, 33705, 26472, 11351, 7566, 1641, 2788, 470, 3026, 1765, 1142] Fitness: [[1.8336072]] Classifier Val: [[0.]]
Counterfactual at location: 9,3: [28116, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 30106, 24128, 44127, 30336, 13389, 2386, 2142, 1210, 437, 3026, 1765, 1881] Fitness: [[1.8089954]] Classifier Val: [[0.]]
Counterfactual at location: 10,0: [30021, 2, 1, 2, 21, 0, 0, 0, 0, 0, 0, 29630, 24128, 39405, 29760, 11720, 7649, 1735, 1238, 470, 3026, 1973, 1327] Fitness: [[1.8391271]] Classifier Val: [[0.]]
Counterfactual at location: 10,1: [30513, 2, 2, 2, 22, 0, 0, 0, 0, 0, 1, 23934, 29978, 36912, 25721, 11720, 6861, 2159, 1320, 437, 3145, 1765, 880] Fitness: [[1.8430333]] Classifier Val: [[0.]]
Counterfactual at location: 10,2: [32041, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30324, 25048, 44127, 28907, 14296, 7566, 1641, 1669, 453, 3026, 1765, 539] Fitness: [[1.8423779]] Classifier Val: [[0.]]
Counterfactual at location: 10,3: [30513, 2, 4, 2, 21, 0, 0, 0, 0, 0, 0, 32009, 25048, 34249, 25721, 12496, 7566, 1316, 1320, 470, 3026, 1765, 539] Fitness: [[1.8412318]] Classifier Val: [[0.]]
Counterfactual at location: 11,0: [33647, 2, 1, 2, 22, 0, 0, 0, 0, 0, 1, 29964, 29978, 44127, 22535, 14764, 6995, 2142, 1320, 437, 3026, 1765, 1511] Fitness: [[1.7954452]] Classifier Val: [[0.]]
Counterfactual at location: 11,1: [34405, 2, 2, 2, 22, 0, 0, 0, 0, 0, 1, 28251, 29978, 44127, 26930, 17533, 7566, 2142, 1320, 437, 3026, 1765, 539] Fitness: [[1.8485179]] Classifier Val: [[0.]]
Counterfactual at location: 11,2: [33647, 2, 3, 2, 22, 0, 0, 0, 0, 0, 1, 30106, 29978, 37563, 26930, 14764, 7566, 1832, 1320, 470, 3026, 1765, 2041] Fitness: [[1.8126416]] Classifier Val: [[0.]]
Counterfactual at location: 11,3: [34405, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 29964, 20746, 36912, 30264, 14764, 5272, 1832, 1320, 470, 3026, 1765, 2539] Fitness: [[1.8409257]] Classifier Val: [[0.]]
Counterfactual at location: 12,0: [37569, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 29964, 25943, 33705, 26930, 14764, 6995, 2142, 1320, 1171, 3026, 1765, 1008] Fitness: [[1.832947]] Classifier Val: [[0.]]
Counterfactual at location: 12,1: [37569, 2, 2, 2, 22, 0, 0, 0, 0, 0, 2, 33833, 23004, 44127, 28826, 6130, 8058, 2142, 1669, 437, 3145, 1765, 539] Fitness: [[1.8026404]] Classifier Val: [[0.]]
Counterfactual at location: 12,2: [37569, 1, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30461, 25943, 33705, 26930, 11720, 7566, 1641, 1320, 470, 3026, 1765, 1008] Fitness: [[1.8045785]] Classifier Val: [[0.]]
Counterfactual at location: 12,3: [37569, 2, 4, 2, 24, 0, 0, 0, 0, 0, 0, 23934, 29744, 44127, 22661, 10431, 7566, 1785, 1210, 470, 2459, 1765, 539] Fitness: [[1.8156472]] Classifier Val: [[0.]]
Counterfactual at location: 13,0: [39745, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 30106, 25373, 36912, 25068, 15346, 7566, 1832, 1320, 437, 3140, 1765, 1881] Fitness: [[1.839037]] Classifier Val: [[0.]]
Counterfactual at location: 13,1: [39745, 2, 2, 2, 21, 0, 0, 0, 0, 0, 2, 30106, 25373, 44127, 25068, 11878, 7403, 1832, 1320, 470, 3145, 1765, 2063] Fitness: [[1.8288258]] Classifier Val: [[0.]]
Counterfactual at location: 13,2: [39745, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30106, 25373, 38033, 25721, 11720, 7566, 2142, 1320, 437, 3140, 1765, 1511] Fitness: [[1.8272457]] Classifier Val: [[0.]]
Counterfactual at location: 13,3: [39745, 2, 4, 2, 22, 0, 0, 0, 0, 0, 2, 30106, 25373, 37563, 25068, 11878, 7566, 1832, 1210, 470, 3140, 1765, 1696] Fitness: [[1.7883841]] Classifier Val: [[0.]]
Counterfactual at location: 14,0: [43581, 2, 1, 2, 23, 0, 0, 0, 0, 0, 0, 23605, 24226, 36709, 30336, 19608, 7566, 1641, 1320, 453, 3026, 1765, 539] Fitness: [[1.8412644]] Classifier Val: [[0.]]
Counterfactual at location: 14,1: [43581, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29630, 24128, 38033, 27098, 11720, 7566, 1641, 2647, 301, 3055, 1765, 1511] Fitness: [[1.8494979]] Classifier Val: [[0.]]
Counterfactual at location: 14,2: [43581, 2, 3, 2, 23, 0, 0, 0, 0, 0, 0, 30106, 31278, 54273, 25611, 14764, 7566, 783, 1210, 470, 3026, 1734, 839] Fitness: [[1.8067517]] Classifier Val: [[0.]]
Counterfactual at location: 14,3: [43581, 2, 4, 2, 23, 0, 0, 0, 0, 0, 0, 30106, 31278, 54273, 25068, 14764, 7566, 1238, 1210, 470, 3026, 1734, 1142] Fitness: [[1.8176422]] Classifier Val: [[0.]]
Counterfactual at location: 15,0: [45737, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 33315, 25373, 54273, 33774, 17533, 6861, 1316, 1320, 470, 2633, 2425, 1327] Fitness: [[1.8051457]] Classifier Val: [[0.]]
Counterfactual at location: 15,1: [45737, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 33833, 23820, 48919, 30336, 13389, 7566, 1735, 1210, 470, 3026, 2442, 539] Fitness: [[1.8515451]] Classifier Val: [[0.]]
Counterfactual at location: 15,2: [45737, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 25968, 25373, 36878, 25987, 14164, 6861, 1531, 1320, 470, 2633, 2425, 1881] Fitness: [[1.8236334]] Classifier Val: [[0.]]
Counterfactual at location: 15,3: [45737, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 33053, 31767, 37563, 28405, 13389, 7403, 2142, 1320, 437, 3026, 2442, 2063] Fitness: [[1.8189967]] Classifier Val: [[0.]]
Counterfactual at location: 16,0: [49861, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 29932, 26223, 41776, 29730, 14313, 2534, 2033, 1320, 470, 3026, 2458, 839] Fitness: [[1.7982991]] Classifier Val: [[0.]]
Counterfactual at location: 16,1: [49861, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 23605, 25048, 38136, 25721, 14313, 2129, 1238, 1320, 470, 3026, 1765, 460] Fitness: [[1.8423438]] Classifier Val: [[0.]]
Counterfactual at location: 16,2: [49861, 2, 3, 2, 22, 0, 0, 0, 0, 0, 2, 30106, 25373, 37563, 26930, 17123, 7566, 1832, 1320, 470, 3026, 1765, 2041] Fitness: [[1.7982209]] Classifier Val: [[0.]]
Counterfactual at location: 16,3: [49861, 2, 4, 2, 24, 0, 0, 0, 0, 0, 0, 29664, 29744, 43190, 25068, 14764, 3395, 1641, 1481, 437, 3026, 1753, 539] Fitness: [[1.819112]] Classifier Val: [[0.]]
Counterfactual at location: 17,0: [53800, 2, 1, 2, 24, 0, 0, 0, 0, 0, 0, 23934, 24877, 38955, 25068, 15544, 5272, 1832, 1210, 489, 3026, 1734, 1142] Fitness: [[1.8205614]] Classifier Val: [[0.]]
Counterfactual at location: 17,1: [53800, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 30461, 24128, 33705, 28907, 11720, 6995, 2142, 1320, 470, 3026, 1765, 1511] Fitness: [[1.873617]] Classifier Val: [[0.]]
Counterfactual at location: 17,2: [53800, 2, 3, 2, 23, 0, 0, 0, 0, 0, 3, 29964, 30600, 37563, 25721, 15544, 4018, 1641, 1320, 489, 3026, 1765, 2365] Fitness: [[1.7891446]] Classifier Val: [[0.]]
Counterfactual at location: 17,3: [53800, 2, 4, 2, 23, 0, 0, 0, 0, 0, 0, 27715, 24128, 36912, 28907, 15544, 8513, 1832, 719, 437, 3026, 1765, 2778] Fitness: [[1.8105261]] Classifier Val: [[0.]]
Counterfactual at location: 18,0: [54100, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 23605, 31084, 36709, 30336, 14313, 2386, 1316, 1525, 470, 3026, 1765, 539] Fitness: [[1.8056793]] Classifier Val: [[0.]]
Counterfactual at location: 18,1: [54100, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35204, 31084, 36709, 25818, 6130, 2386, 1316, 1525, 470, 3026, 1765, 839] Fitness: [[1.8345578]] Classifier Val: [[0.]]
Counterfactual at location: 18,2: [54100, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30106, 24128, 44127, 30336, 13389, 2386, 1316, 1320, 437, 3026, 1765, 1881] Fitness: [[1.795488]] Classifier Val: [[0.]]
Counterfactual at location: 18,3: [54100, 2, 4, 2, 21, 0, 0, 0, 0, 0, 0, 29630, 25048, 41540, 30928, 16731, 7566, 1832, 1320, 437, 3026, 1765, 1008] Fitness: [[1.8288442]] Classifier Val: [[0.]]
Counterfactual at location: 19,0: [59744, 2, 1, 2, 23, 0, 0, 0, 0, 0, 0, 29964, 30600, 36912, 25721, 15544, 4018, 1641, 719, 489, 3026, 1765, 2539] Fitness: [[1.8121653]] Classifier Val: [[0.]]
Counterfactual at location: 19,1: [59744, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30106, 30663, 44127, 25723, 17533, 7566, 4180, 1210, 470, 3140, 1765, 1881] Fitness: [[1.8498144]] Classifier Val: [[0.]]
Counterfactual at location: 19,2: [59744, 2, 3, 2, 21, 0, 0, 0, 0, 0, 0, 30106, 25048, 36912, 25723, 17533, 7649, 1316, 1320, 437, 3044, 1765, 839] Fitness: [[1.8250442]] Classifier Val: [[0.]]
Counterfactual at location: 19,3: [57137, 2, 4, 2, 24, 0, 0, 0, 0, 0, 0, 29630, 30206, 37563, 25721, 11351, 11200, 1832, 1320, 453, 3026, 1765, 539] Fitness: [[1.8161323]] Classifier Val: [[0.]]
