LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
Counterfactual at location: 5,0: [12436, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 26554, 16505, 30326, 27979, 23102, 7333, 923, 4246, 560, 4457, 1765, 1920] Fitness: [[1.8330894]] Classifier Val: [[1.2227531e-27]]
Counterfactual at location: 5,1: [26705, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 5793, 923, 1512, 560, 3715, 1765, 870] Fitness: [[1.9124839]] Classifier Val: [[0.]]
Counterfactual at location: 5,2: [30094, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 7333, 923, 1512, 560, 2962, 1765, 3021] Fitness: [[1.9255557]] Classifier Val: [[0.]]
Counterfactual at location: 5,3: [46950, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30174, 29612, 30326, 28245, 25815, 7109, 923, 1512, 560, 2936, 1765, 1424] Fitness: [[1.9068582]] Classifier Val: [[0.]]
Counterfactual at location: 6,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 27406, 29612, 30326, 28111, 26446, 7333, 1127, 1512, 560, 2936, 1765, 778] Fitness: [[0.906681]] Classifier Val: [[1.]]
Counterfactual at location: 6,1: [27050, 2, 2, 2, 25, 0, 0, 0, 0, 0, 0, 29578, 29932, 30326, 28196, 26446, 7333, 1127, 1512, 560, 2962, 1765, 1685] Fitness: [[1.920864]] Classifier Val: [[0.]]
Counterfactual at location: 6,2: [30094, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28196, 26446, 7333, 1127, 962, 560, 2962, 1765, 3687] Fitness: [[1.9184135]] Classifier Val: [[0.]]
Counterfactual at location: 6,3: [46051, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 7333, 1127, 1512, 560, 2936, 1765, 778] Fitness: [[1.9135307]] Classifier Val: [[0.]]
Counterfactual at location: 7,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 21914, 30326, 28196, 25388, 7109, 1213, 4246, 1749, 2936, 1665, 1746] Fitness: [[1.8387331]] Classifier Val: [[7.674064e-29]]
Counterfactual at location: 7,1: [26705, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 31117, 24749, 7333, 1298, 1512, 560, 3535, 1765, 3074] Fitness: [[1.9156926]] Classifier Val: [[0.]]
Counterfactual at location: 7,2: [30094, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29578, 29949, 30326, 28196, 22345, 7109, 1276, 1581, 560, 2936, 1818, 3734] Fitness: [[1.9250932]] Classifier Val: [[0.]]
Counterfactual at location: 7,3: [53527, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 7109, 1281, 1512, 560, 2938, 1765, 1424] Fitness: [[1.9147727]] Classifier Val: [[0.]]
Counterfactual at location: 8,0: [14646, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29578, 21914, 29298, 30236, 26446, 7333, 1472, 4246, 560, 2936, 1765, 1424] Fitness: [[1.8718543]] Classifier Val: [[1.21262345e-17]]
Counterfactual at location: 8,1: [28124, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29242, 23652, 30326, 31117, 32148, 5032, 1480, 1581, 560, 2936, 1765, 3687] Fitness: [[1.9092596]] Classifier Val: [[0.]]
Counterfactual at location: 8,2: [30094, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 23628, 34320, 30326, 33286, 26446, 7333, 1462, 1097, 560, 2962, 1765, 1424] Fitness: [[1.9114063]] Classifier Val: [[0.]]
Counterfactual at location: 8,3: [46950, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 28708, 29612, 30326, 29519, 26730, 7109, 1472, 2093, 560, 2936, 1765, 3734] Fitness: [[1.9106443]] Classifier Val: [[0.]]
Counterfactual at location: 9,0: [14646, 2, 3, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 21914, 30326, 32079, 26446, 7109, 1665, 4246, 994, 2936, 1765, 778] Fitness: [[1.8164605]] Classifier Val: [[5.135269e-21]]
Counterfactual at location: 9,1: [27050, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 26144, 24228, 25815, 7060, 1665, 1581, 560, 2936, 1765, 2042] Fitness: [[1.9252663]] Classifier Val: [[0.]]
Counterfactual at location: 9,2: [40643, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 31234, 29612, 30326, 29519, 26446, 5962, 1619, 1512, 560, 2936, 1707, 778] Fitness: [[1.9267018]] Classifier Val: [[0.]]
Counterfactual at location: 9,3: [46051, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 26144, 27979, 26446, 7060, 1665, 1581, 560, 3557, 1707, 2042] Fitness: [[1.9139388]] Classifier Val: [[0.]]
Counterfactual at location: 10,0: [12436, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 16505, 30326, 28111, 26446, 7333, 1791, 4246, 560, 2936, 1765, 1424] Fitness: [[1.8699298]] Classifier Val: [[0.]]
Counterfactual at location: 10,1: [19611, 2, 3, 3, 22, 0, -1, 0, -1, 0, 1, 35562, 29612, 30326, 32611, 26446, 11988, 2908, 2093, 560, 3715, 1765, 222] Fitness: [[2.]] Classifier Val: [[0.]]
Counterfactual at location: 10,2: [31309, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29578, 28518, 30326, 31117, 26446, 7333, 1791, 1512, 560, 2936, 1765, 4455] Fitness: [[1.9312103]] Classifier Val: [[0.]]
Counterfactual at location: 10,3: [46051, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 29519, 25815, 7109, 1791, 1512, 560, 2936, 1765, 277] Fitness: [[1.9217587]] Classifier Val: [[0.]]
Counterfactual at location: 11,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 7333, 2005, 1581, 560, 2936, 1765, 3734] Fitness: [[0.91217375]] Classifier Val: [[1.]]
Counterfactual at location: 11,1: [26555, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28196, 25388, 7333, 2005, 1581, 560, 2936, 1765, 778] Fitness: [[1.9275632]] Classifier Val: [[0.]]
Counterfactual at location: 11,2: [30094, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 35562, 29612, 30326, 32611, 26446, 7109, 1885, 1581, 560, 2936, 1765, 778] Fitness: [[1.9248171]] Classifier Val: [[0.]]
Counterfactual at location: 11,3: [46950, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 24749, 7333, 2005, 1581, 560, 2936, 1818, 778] Fitness: [[1.9146719]] Classifier Val: [[0.]]
Counterfactual at location: 12,0: [14646, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 33932, 20599, 30326, 29519, 24841, 7109, 2118, 4246, 560, 2936, 2149, 1424] Fitness: [[1.8544617]] Classifier Val: [[0.]]
Counterfactual at location: 12,1: [26705, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29578, 29612, 33849, 29519, 24841, 6978, 2118, 1512, 560, 2936, 2149, 1424] Fitness: [[1.912659]] Classifier Val: [[0.]]
Counterfactual at location: 12,2: [34211, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 33932, 29612, 30326, 31117, 24841, 8020, 2118, 1034, 560, 2936, 1765, 1424] Fitness: [[1.9035687]] Classifier Val: [[0.]]
Counterfactual at location: 12,3: [46950, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29061, 29612, 30326, 28111, 23924, 8020, 2118, 1512, 560, 2936, 1765, 2792] Fitness: [[1.9137659]] Classifier Val: [[0.]]
Counterfactual at location: 13,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 21914, 30326, 32591, 21996, 7109, 2212, 4246, 560, 2962, 1818, 845] Fitness: [[1.860322]] Classifier Val: [[0.]]
Counterfactual at location: 13,1: [25308, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30770, 29612, 30326, 29519, 26446, 7596, 2212, 1640, 560, 2936, 1765, 3599] Fitness: [[1.9178209]] Classifier Val: [[0.]]
Counterfactual at location: 13,2: [41707, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29803, 29612, 30326, 31635, 26446, 7333, 2284, 1512, 560, 2936, 1765, 1424] Fitness: [[1.9143728]] Classifier Val: [[0.]]
Counterfactual at location: 13,3: [49997, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 29519, 26446, 7596, 2212, 1581, 560, 2936, 1765, 3599] Fitness: [[1.9102328]] Classifier Val: [[0.]]
Counterfactual at location: 14,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 21914, 25766, 29659, 25388, 7109, 2362, 1512, 1840, 2936, 1765, 1424] Fitness: [[1.8575164]] Classifier Val: [[0.]]
Counterfactual at location: 14,1: [26705, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 31550, 30091, 30326, 24341, 26446, 6978, 2362, 1640, 560, 2936, 1765, 778] Fitness: [[1.9158516]] Classifier Val: [[0.]]
Counterfactual at location: 14,2: [40643, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 7109, 2362, 1640, 560, 2936, 1765, 778] Fitness: [[1.9173272]] Classifier Val: [[0.]]
Counterfactual at location: 14,3: [46051, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 30767, 29612, 30326, 28111, 26446, 7333, 2362, 1512, 560, 2962, 1765, 1424] Fitness: [[1.9125341]] Classifier Val: [[0.]]
Counterfactual at location: 15,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 21914, 30326, 28196, 26446, 7333, 2538, 4246, 560, 2962, 1818, 778] Fitness: [[1.8680067]] Classifier Val: [[5.2100947e-20]]
Counterfactual at location: 15,1: [26225, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 21914, 30326, 28196, 26446, 7109, 2538, 2093, 560, 3517, 1967, 778] Fitness: [[1.8916943]] Classifier Val: [[0.]]
Counterfactual at location: 15,2: [30094, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 30031, 26446, 7333, 2686, 1512, 560, 2962, 1765, 1728] Fitness: [[1.9243853]] Classifier Val: [[0.]]
Counterfactual at location: 15,3: [46950, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 29519, 24749, 7333, 2686, 1512, 560, 2962, 1765, 1728] Fitness: [[1.9067377]] Classifier Val: [[0.]]
Counterfactual at location: 16,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 27406, 21914, 30326, 32783, 26446, 7333, 2725, 4246, 1749, 2936, 1765, 778] Fitness: [[1.8315643]] Classifier Val: [[0.]]
Counterfactual at location: 16,1: [26705, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 6978, 2865, 1512, 560, 2938, 1765, 1424] Fitness: [[1.9206629]] Classifier Val: [[0.]]
Counterfactual at location: 16,2: [37760, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 7109, 2865, 1512, 560, 2959, 1818, 778] Fitness: [[1.9165366]] Classifier Val: [[0.]]
Counterfactual at location: 16,3: [46051, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 26857, 29612, 30326, 27979, 26446, 7109, 2865, 1581, 560, 2936, 1707, 1424] Fitness: [[1.9075999]] Classifier Val: [[0.]]
Counterfactual at location: 17,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 21914, 29298, 28196, 26446, 7109, 2962, 4246, 560, 2936, 1765, 778] Fitness: [[1.8644869]] Classifier Val: [[0.]]
Counterfactual at location: 17,1: [26555, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28196, 25388, 7109, 3008, 1581, 560, 2936, 1765, 1424] Fitness: [[1.91657]] Classifier Val: [[0.]]
Counterfactual at location: 17,2: [30094, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 26482, 30326, 29519, 26446, 7109, 3008, 1581, 560, 2936, 2144, 1685] Fitness: [[1.9089495]] Classifier Val: [[0.]]
Counterfactual at location: 17,3: [49997, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28111, 26446, 7109, 3008, 1581, 560, 2936, 1818, 3021] Fitness: [[1.9047754]] Classifier Val: [[0.]]
Counterfactual at location: 18,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 21914, 29298, 28196, 26446, 7333, 3159, 4246, 560, 2936, 1765, 778] Fitness: [[1.8617458]] Classifier Val: [[0.]]
Counterfactual at location: 18,1: [27050, 2, 2, 2, 25, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 27979, 26446, 7109, 3159, 1581, 560, 2936, 1765, 1424] Fitness: [[1.9147921]] Classifier Val: [[0.]]
Counterfactual at location: 18,2: [44208, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 32495, 29612, 30326, 28111, 26446, 7333, 3159, 1512, 560, 2936, 1765, 1424] Fitness: [[1.9033749]] Classifier Val: [[0.]]
Counterfactual at location: 18,3: [46051, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30767, 29612, 30326, 29519, 25815, 5962, 3159, 1512, 560, 2936, 1765, 778] Fitness: [[1.9053785]] Classifier Val: [[0.]]
Counterfactual at location: 19,0: [14646, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 20599, 30326, 29519, 25388, 7109, 3304, 4246, 560, 2936, 1765, 3734] Fitness: [[1.8577936]] Classifier Val: [[0.]]
Counterfactual at location: 19,1: [26555, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28196, 25388, 7109, 3304, 1512, 560, 2936, 1765, 778] Fitness: [[1.9144108]] Classifier Val: [[0.]]
Counterfactual at location: 19,2: [30094, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 28196, 21565, 7497, 3352, 1581, 560, 2936, 1818, 2296] Fitness: [[1.909344]] Classifier Val: [[0.]]
Counterfactual at location: 19,3: [46950, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 29578, 29612, 30326, 29519, 26446, 7109, 3304, 1512, 560, 2936, 1765, 778] Fitness: [[1.903511]] Classifier Val: [[0.]]
