LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
Counterfactual at location: 5,0: [14841, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22962, 15518, 32315, 30881, 6411, 1686, 1400, 560, 3107, 3003, 0] Fitness: [[1.9155705]] Classifier Val: [[0.]]
Counterfactual at location: 5,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22962, 16771, 31553, 22506, 6411, 1686, 1631, 560, 2576, 1765, 0] Fitness: [[1.9471316]] Classifier Val: [[0.]]
Counterfactual at location: 5,2: [32649, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35353, 29612, 16771, 33319, 30881, 6411, 1686, 1400, 560, 2576, 1765, 0] Fitness: [[1.949147]] Classifier Val: [[0.]]
Counterfactual at location: 5,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29770, 16906, 28004, 26446, 6411, 1686, 2533, 560, 3107, 1765, 0] Fitness: [[1.9438283]] Classifier Val: [[0.]]
Counterfactual at location: 6,0: [14841, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22962, 20196, 32315, 26446, 6411, 1686, 1400, 560, 3106, 3003, 0] Fitness: [[1.928535]] Classifier Val: [[0.]]
Counterfactual at location: 6,1: [18361, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 28802, 20196, 28004, 26446, 6411, 1686, 2837, 560, 3106, 2988, 0] Fitness: [[1.926117]] Classifier Val: [[5.7048154e-22]]
Counterfactual at location: 6,2: [30974, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29612, 20196, 21976, 26446, 6411, 1686, 3340, 560, 3106, 1765, 0] Fitness: [[1.9480128]] Classifier Val: [[0.]]
Counterfactual at location: 6,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22962, 20196, 32315, 26446, 6411, 1686, 1400, 560, 4046, 1765, 0] Fitness: [[1.9429165]] Classifier Val: [[0.]]
Counterfactual at location: 7,0: [14841, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 35353, 16272, 22513, 28004, 30881, 6411, 1686, 1400, 560, 3107, 1765, 0] Fitness: [[1.9290435]] Classifier Val: [[0.]]
Counterfactual at location: 7,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 28995, 23826, 25116, 26446, 6411, 1686, 1400, 560, 3106, 1765, 0] Fitness: [[1.9838074]] Classifier Val: [[0.]]
Counterfactual at location: 7,2: [35845, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22962, 23446, 31924, 27664, 6411, 1686, 1400, 560, 3174, 1765, 0] Fitness: [[1.9636459]] Classifier Val: [[0.]]
Counterfactual at location: 7,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29612, 23826, 28004, 26765, 6411, 1686, 1069, 560, 3429, 1765, 0] Fitness: [[1.958688]] Classifier Val: [[0.]]
Counterfactual at location: 8,0: [13859, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31822, 15960, 24770, 25435, 26446, 6411, 1686, 1631, 560, 3106, 1765, 0] Fitness: [[1.9322734]] Classifier Val: [[0.]]
Counterfactual at location: 8,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 23436, 29770, 24589, 28004, 26446, 6411, 1686, 3890, 560, 3106, 1765, 0] Fitness: [[1.9546467]] Classifier Val: [[0.]]
Counterfactual at location: 8,2: [35845, 2, 2, 2, 22, 0, 0, 0, 0, 0, -1, 28387, 41622, 24589, 28004, 26446, 6411, 1686, 1400, 560, 3174, 1765, 0] Fitness: [[1.9262779]] Classifier Val: [[0.]]
Counterfactual at location: 8,3: [47617, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 28387, 15960, 24589, 28004, 31703, 6411, 1686, 1400, 560, 3106, 1765, 0] Fitness: [[1.9450606]] Classifier Val: [[0.]]
Counterfactual at location: 9,0: [14841, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 35353, 16272, 29409, 28004, 26446, 6411, 1686, 1400, 560, 3107, 3937, 0] Fitness: [[1.9211879]] Classifier Val: [[0.]]
Counterfactual at location: 9,1: [26445, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22962, 28331, 28004, 26446, 6411, 1686, 1400, 560, 3106, 3003, 0] Fitness: [[1.9628158]] Classifier Val: [[0.]]
Counterfactual at location: 9,2: [37033, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35353, 29612, 28543, 21976, 22030, 6411, 1686, 1400, 560, 2540, 1765, 0] Fitness: [[1.957334]] Classifier Val: [[0.]]
Counterfactual at location: 9,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 25493, 29770, 29401, 28004, 26446, 6411, 1686, 2675, 560, 3107, 1765, 0] Fitness: [[1.9560343]] Classifier Val: [[0.]]
Counterfactual at location: 10,0: [14841, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 38964, 14363, 30349, 28004, 24238, 6411, 1686, 1400, 560, 3106, 1765, 0] Fitness: [[1.9386916]] Classifier Val: [[0.]]
Counterfactual at location: 10,1: [30000, 1, 2, 2, 22, 0, -1, 1, 0, -1, -1, 28387, 29612, 24589, 28004, 26446, 6411, 1686, 1400, 560, 3000, 1765, 0] Fitness: [[2.]] Classifier Val: [[0.]]
Counterfactual at location: 10,2: [39230, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 38964, 19689, 30349, 28004, 31703, 6411, 1686, 1400, 560, 3106, 1765, 0] Fitness: [[1.9546721]] Classifier Val: [[0.]]
Counterfactual at location: 10,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29612, 30349, 33210, 26446, 6411, 1686, 1055, 560, 3106, 1765, 0] Fitness: [[1.9651976]] Classifier Val: [[0.]]
Counterfactual at location: 11,0: [14873, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 47261, 15960, 35472, 33614, 21547, 6411, 1686, 1631, 560, 3106, 2670, 0] Fitness: [[1.8966721]] Classifier Val: [[0.]]
Counterfactual at location: 11,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29612, 33740, 28004, 26446, 6411, 1875, 848, 560, 3107, 1765, 0] Fitness: [[1.9725778]] Classifier Val: [[0.]]
Counterfactual at location: 11,2: [44247, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29070, 33740, 31312, 31703, 6411, 1686, 1631, 560, 2940, 2988, 0] Fitness: [[1.9441792]] Classifier Val: [[0.]]
Counterfactual at location: 11,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 22561, 29612, 33740, 25096, 26446, 6411, 1686, 1055, 560, 3106, 1765, 0] Fitness: [[1.9542087]] Classifier Val: [[0.]]
Counterfactual at location: 12,0: [14841, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35353, 15960, 38425, 28004, 24177, 6411, 1686, 1400, 560, 3106, 3937, 0] Fitness: [[1.9110539]] Classifier Val: [[0.]]
Counterfactual at location: 12,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 46085, 29612, 38487, 28004, 30881, 6411, 1686, 1400, 560, 3107, 1765, 0] Fitness: [[1.9663422]] Classifier Val: [[0.]]
Counterfactual at location: 12,2: [38904, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31568, 17868, 38539, 28004, 26893, 6411, 1686, 1400, 560, 3106, 1765, 0] Fitness: [[1.9569526]] Classifier Val: [[0.]]
Counterfactual at location: 12,3: [47050, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 31568, 29612, 38539, 33319, 30881, 6411, 1686, 1400, 560, 3106, 1765, 0] Fitness: [[1.9540436]] Classifier Val: [[0.]]
Counterfactual at location: 13,0: [14841, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 15097, 41401, 31312, 26446, 6411, 1686, 4535, 560, 3482, 1765, 0] Fitness: [[1.9044199]] Classifier Val: [[1.3856579e-09]]
Counterfactual at location: 13,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31822, 15960, 41401, 28004, 26446, 6411, 1505, 1631, 560, 3106, 1765, 0] Fitness: [[1.9513221]] Classifier Val: [[0.]]
Counterfactual at location: 13,2: [40267, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 23809, 41396, 21976, 26446, 6411, 1686, 1400, 560, 3107, 1765, 0] Fitness: [[1.9579108]] Classifier Val: [[0.]]
Counterfactual at location: 13,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 29612, 41401, 28004, 26446, 6411, 1686, 772, 560, 3106, 1765, 0] Fitness: [[1.9516268]] Classifier Val: [[0.]]
Counterfactual at location: 14,0: [11640, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35353, 15960, 42665, 28004, 26446, 6411, 1505, 1631, 560, 3106, 3245, 0] Fitness: [[1.9000663]] Classifier Val: [[0.]]
Counterfactual at location: 14,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28169, 28995, 43821, 31924, 26446, 6411, 1686, 3890, 560, 3106, 1765, 0] Fitness: [[1.9507177]] Classifier Val: [[0.]]
Counterfactual at location: 14,2: [35845, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 28995, 43821, 28004, 26446, 6411, 1686, 2837, 560, 3106, 1765, 0] Fitness: [[1.9551084]] Classifier Val: [[0.]]
Counterfactual at location: 14,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35214, 29612, 44425, 28004, 27871, 6411, 1686, 1400, 560, 3405, 1765, 0] Fitness: [[1.9546223]] Classifier Val: [[0.]]
Counterfactual at location: 15,0: [11640, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31822, 28995, 45731, 28004, 24886, 6411, 1686, 1631, 560, 3106, 5310, 0] Fitness: [[1.9138802]] Classifier Val: [[3.2985063e-05]]
Counterfactual at location: 15,1: [29856, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 29612, 45731, 31553, 26446, 6411, 1686, 4535, 560, 3174, 1765, 0] Fitness: [[1.9458389]] Classifier Val: [[5.797812e-38]]
Counterfactual at location: 15,2: [35485, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 35214, 29612, 45731, 31312, 26446, 6411, 1752, 1055, 560, 2975, 2162, 0] Fitness: [[1.9412894]] Classifier Val: [[0.]]
Counterfactual at location: 15,3: [47050, 2, 2, 2, 25, 0, 0, 0, 0, 0, 0, 28387, 29770, 45731, 28004, 37245, 6411, 1923, 1631, 560, 3106, 1765, 0] Fitness: [[1.9385436]] Classifier Val: [[0.]]
Counterfactual at location: 16,0: [11640, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31822, 15960, 48622, 26820, 26446, 8510, 1505, 1631, 560, 3106, 1765, 0] Fitness: [[1.9074214]] Classifier Val: [[5.30056e-11]]
Counterfactual at location: 16,1: [26687, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35214, 19689, 50076, 28004, 31703, 6411, 1686, 1631, 560, 3106, 1765, 0] Fitness: [[1.9402006]] Classifier Val: [[0.]]
Counterfactual at location: 16,2: [44675, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30086, 32877, 50076, 28004, 29186, 6411, 1686, 1795, 560, 3174, 1765, 0] Fitness: [[1.9438739]] Classifier Val: [[0.]]
Counterfactual at location: 16,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 33483, 29612, 50076, 28004, 26446, 6411, 1686, 2936, 560, 2906, 1765, 0] Fitness: [[1.9363708]] Classifier Val: [[0.]]
Counterfactual at location: 17,0: [13859, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 35353, 15960, 54502, 21976, 31703, 6411, 1686, 1631, 560, 3106, 1765, 0] Fitness: [[1.9026089]] Classifier Val: [[0.]]
Counterfactual at location: 17,1: [26687, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35214, 15960, 54502, 28004, 31703, 6411, 1686, 1631, 560, 3106, 1765, 0] Fitness: [[1.9325873]] Classifier Val: [[0.]]
Counterfactual at location: 17,2: [35831, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 15960, 51942, 28004, 31703, 6411, 1686, 1400, 560, 3106, 1765, 0] Fitness: [[1.9441164]] Classifier Val: [[0.]]
Counterfactual at location: 17,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35214, 26865, 54502, 28004, 31703, 6411, 1686, 1631, 619, 3106, 1765, 0] Fitness: [[1.9335003]] Classifier Val: [[0.]]
Counterfactual at location: 18,0: [14873, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 47261, 22962, 56998, 28004, 23918, 6411, 1686, 1400, 560, 3107, 1765, 0] Fitness: [[1.9249506]] Classifier Val: [[0.]]
Counterfactual at location: 18,1: [30000, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22962, 56998, 31553, 23918, 6411, 1426, 1795, 560, 3107, 1765, 0] Fitness: [[1.9430742]] Classifier Val: [[0.]]
Counterfactual at location: 18,2: [35831, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 22962, 55874, 31312, 22506, 6411, 1686, 1795, 560, 3107, 1765, 0] Fitness: [[1.9391683]] Classifier Val: [[0.]]
Counterfactual at location: 18,3: [47050, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 17500, 57073, 31312, 26446, 6411, 1686, 1400, 560, 3106, 1765, 0] Fitness: [[1.9400077]] Classifier Val: [[0.]]
Counterfactual at location: 19,0: [11640, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31822, 15960, 58154, 26820, 26446, 6411, 1505, 1631, 560, 3106, 1765, 0] Fitness: [[1.9137005]] Classifier Val: [[4.174805e-34]]
Counterfactual at location: 19,1: [26687, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 47261, 19689, 58154, 28004, 31703, 6411, 1686, 1631, 560, 3006, 1765, 0] Fitness: [[1.9290061]] Classifier Val: [[0.]]
Counterfactual at location: 19,2: [35845, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 15960, 58154, 28004, 26446, 6411, 1686, 1631, 560, 3106, 1765, 0] Fitness: [[1.9444185]] Classifier Val: [[0.]]
Counterfactual at location: 19,3: [50291, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 27254, 58154, 28004, 26446, 6411, 1686, 3809, 560, 3107, 1765, 0] Fitness: [[1.9291952]] Classifier Val: [[0.]]
