LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
Counterfactual at location: 10,0: [14966, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29794, 29560, 31848, 27155, 28621, 6474, 1803, 1244, 595, 3191, 1872, 1336] Fitness: [[0.9082791]] Classifier Val: [[1.]]
Counterfactual at location: 10,1: [27515, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 28725, 29679, 32104, 27155, 30396, 6474, 1803, 1263, 595, 3191, 1976, 1336] Fitness: [[1.9237423]] Classifier Val: [[0.]]
Counterfactual at location: 10,2: [38939, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30461, 33254, 31848, 28447, 33815, 6474, 1888, 1244, 595, 3191, 2023, 1440] Fitness: [[1.904074]] Classifier Val: [[0.]]
Counterfactual at location: 10,3: [46505, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29794, 32073, 29954, 27155, 28621, 6474, 1803, 1244, 595, 3191, 1872, 1118] Fitness: [[1.9148117]] Classifier Val: [[0.]]
Counterfactual at location: 11,0: [14966, 2, 2, 2, 25, 0, 0, 0, 0, 0, 0, 30901, 22127, 31848, 28081, 28701, 2692, 1888, 3380, 655, 3099, 2023, 2970] Fitness: [[1.8407929]] Classifier Val: [[1.5135402e-23]]
Counterfactual at location: 11,1: [27515, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 27840, 22127, 32104, 25832, 28200, 6474, 1888, 1244, 655, 3191, 1872, 1328] Fitness: [[1.9094045]] Classifier Val: [[0.]]
Counterfactual at location: 11,2: [30234, 2, 2, 2, 26, 0, 0, 0, 0, 0, 0, 28725, 32073, 31848, 26943, 30396, 6474, 1888, 1238, 655, 3191, 2056, 2237] Fitness: [[1.9111052]] Classifier Val: [[0.]]
Counterfactual at location: 11,3: [46505, 2, 2, 2, 25, 0, 0, 0, 0, 0, 0, 29794, 22127, 29954, 31542, 30123, 6474, 1888, 1244, 655, 3191, 1872, 2970] Fitness: [[1.8907998]] Classifier Val: [[0.]]
Counterfactual at location: 12,0: [14966, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31296, 20623, 33178, 28579, 24144, 6474, 1888, 3634, 682, 3191, 2023, 1492] Fitness: [[1.8613689]] Classifier Val: [[4.135748e-19]]
Counterfactual at location: 12,1: [27515, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30901, 29679, 31444, 27022, 34825, 6474, 1888, 1244, 682, 3191, 2023, 3847] Fitness: [[1.9080184]] Classifier Val: [[0.]]
Counterfactual at location: 12,2: [38939, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 33045, 27490, 31723, 28081, 32769, 6474, 1376, 1540, 682, 3191, 2023, 1534] Fitness: [[1.8985782]] Classifier Val: [[0.]]
Counterfactual at location: 12,3: [46505, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30901, 29679, 34920, 27022, 34825, 6474, 1888, 1244, 682, 3191, 1872, 3847] Fitness: [[1.8950748]] Classifier Val: [[0.]]
Counterfactual at location: 13,0: [14966, 2, 2, 2, 22, 0, 0, 1, 0, 0, 0, 31296, 20623, 28153, 28081, 24144, 6474, 1888, 1244, 763, 3191, 1911, 1492] Fitness: [[1.8395848]] Classifier Val: [[1.290355e-15]]
Counterfactual at location: 13,1: [27515, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 30901, 26248, 28153, 25443, 33815, 6269, 2107, 1244, 763, 3191, 2023, 1440] Fitness: [[1.8936672]] Classifier Val: [[0.]]
Counterfactual at location: 13,2: [34535, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 30901, 29679, 31848, 26551, 29499, 6474, 2107, 1244, 763, 3191, 1911, 3847] Fitness: [[1.9068965]] Classifier Val: [[0.]]
Counterfactual at location: 13,3: [46505, 2, 2, 2, 24, 0, 0, 0, 0, 0, 0, 28725, 28649, 28153, 26631, 30396, 6269, 2107, 1244, 763, 3191, 1911, 1336] Fitness: [[1.8926582]] Classifier Val: [[0.]]
Counterfactual at location: 14,0: [14966, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 32188, 20623, 28153, 28081, 28159, 6474, 1888, 1244, 823, 3191, 2218, 4430] Fitness: [[1.8733349]] Classifier Val: [[1.3231472e-32]]
Counterfactual at location: 14,1: [27798, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 32188, 32073, 28153, 28081, 30123, 6474, 1888, 1244, 823, 3191, 1872, 4430] Fitness: [[1.9055266]] Classifier Val: [[0.]]
Counterfactual at location: 14,2: [35695, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 26893, 30216, 28153, 25443, 25302, 6474, 1888, 1244, 823, 3191, 1376, 1492] Fitness: [[1.9014567]] Classifier Val: [[0.]]
Counterfactual at location: 14,3: [46505, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29794, 32073, 29461, 28371, 30123, 6474, 1888, 1244, 809, 3191, 1872, 1336] Fitness: [[1.9002025]] Classifier Val: [[0.]]
Counterfactual at location: 15,0: [14966, 2, 2, 2, 25, 0, 0, 0, 0, 0, 0, 30901, 20623, 29121, 28447, 24764, 6474, 1888, 1244, 863, 3191, 2023, 2450] Fitness: [[1.8742746]] Classifier Val: [[3.6331887e-06]]
Counterfactual at location: 15,1: [27515, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 27840, 30216, 31848, 28081, 28891, 6474, 1888, 1244, 851, 2749, 2023, 1336] Fitness: [[1.9094769]] Classifier Val: [[0.]]
Counterfactual at location: 15,2: [34535, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 30840, 31827, 31848, 27436, 28200, 6474, 1888, 1244, 877, 3191, 2023, 1336] Fitness: [[1.9048817]] Classifier Val: [[0.]]
Counterfactual at location: 15,3: [46505, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30840, 29560, 31848, 28579, 28200, 6474, 1888, 1244, 877, 3191, 1976, 1336] Fitness: [[1.8971288]] Classifier Val: [[0.]]
Counterfactual at location: 16,0: [14638, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 33045, 20623, 31848, 28579, 24727, 6474, 1888, 3224, 940, 3191, 2023, 1887] Fitness: [[1.8518653]] Classifier Val: [[1.0178271e-37]]
Counterfactual at location: 16,1: [27515, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30901, 30712, 31848, 25443, 28891, 6474, 1888, 1244, 940, 3191, 2023, 1492] Fitness: [[1.9005587]] Classifier Val: [[0.]]
Counterfactual at location: 16,2: [30234, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 28725, 32073, 31848, 23271, 30396, 5916, 2002, 1244, 940, 3191, 2056, 1492] Fitness: [[1.8939741]] Classifier Val: [[0.]]
Counterfactual at location: 16,3: [48983, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 33045, 29679, 29968, 28579, 31393, 6474, 1820, 1244, 940, 3191, 1976, 1887] Fitness: [[1.890025]] Classifier Val: [[0.]]
Counterfactual at location: 17,0: [14966, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 30901, 20623, 30216, 23549, 20927, 6474, 2680, 2743, 962, 3675, 2023, 2106] Fitness: [[1.8323143]] Classifier Val: [[0.]]
Counterfactual at location: 17,1: [27515, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29794, 30216, 32104, 27155, 28621, 6474, 1803, 1809, 962, 3191, 2023, 1336] Fitness: [[1.9016869]] Classifier Val: [[0.]]
Counterfactual at location: 17,2: [34535, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 30461, 31827, 31848, 28282, 28621, 6474, 1888, 1244, 962, 3191, 2023, 1336] Fitness: [[1.9027812]] Classifier Val: [[0.]]
Counterfactual at location: 17,3: [48983, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 27840, 30802, 28153, 28579, 25591, 6474, 1888, 1244, 962, 3191, 1976, 1336] Fitness: [[1.894535]] Classifier Val: [[0.]]
Counterfactual at location: 18,0: [14638, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 33045, 20623, 31848, 27022, 28200, 6474, 1888, 3380, 1059, 3191, 2023, 1492] Fitness: [[1.8494456]] Classifier Val: [[1.8308146e-19]]
Counterfactual at location: 18,1: [27515, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 24489, 29679, 32104, 27155, 28200, 6474, 1888, 1244, 1059, 3191, 1872, 1336] Fitness: [[1.9030371]] Classifier Val: [[0.]]
Counterfactual at location: 18,2: [34535, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30901, 29560, 29461, 25443, 27657, 6474, 1888, 1244, 1059, 3191, 2023, 1492] Fitness: [[1.8996344]] Classifier Val: [[0.]]
Counterfactual at location: 18,3: [46505, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29794, 32073, 29954, 25443, 30123, 6474, 1888, 1244, 1059, 3191, 1872, 1492] Fitness: [[1.8885005]] Classifier Val: [[0.]]
Counterfactual at location: 19,0: [14638, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 27840, 20623, 26559, 24690, 24144, 6153, 1888, 3163, 1077, 3464, 2023, 2106] Fitness: [[1.8430159]] Classifier Val: [[0.]]
Counterfactual at location: 19,1: [27515, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30901, 29679, 28153, 24501, 29499, 6474, 1888, 1244, 1077, 3191, 2023, 3847] Fitness: [[1.8954024]] Classifier Val: [[0.]]
Counterfactual at location: 19,2: [30869, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30461, 32073, 31848, 25443, 28200, 6474, 1888, 1244, 1080, 3191, 2023, 1336] Fitness: [[1.8993518]] Classifier Val: [[0.]]
Counterfactual at location: 19,3: [46505, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 30901, 29679, 31848, 26551, 29499, 6474, 1888, 1244, 1077, 3191, 1911, 3847] Fitness: [[1.8900168]] Classifier Val: [[0.]]
