LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
Counterfactual at location: 6,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 18312, 30430, 31571, 26446, 6982, 1556, 1537, 652, 3517, 1662, 0] Fitness: [[1.9502716]] Classifier Val: [[0.]]
Counterfactual at location: 6,2: [40536, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 18729, 30445, 28427, 25355, 6982, 1556, 1537, 436, 3273, 1662, 0] Fitness: [[1.9435349]] Classifier Val: [[0.]]
Counterfactual at location: 6,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29924, 18312, 29375, 30483, 29205, 7826, 1556, 1537, 652, 3517, 1771, 0] Fitness: [[1.9283473]] Classifier Val: [[0.]]
Counterfactual at location: 7,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 23613, 29375, 35028, 26446, 6982, 2835, 4191, 652, 3517, 1771, 0] Fitness: [[1.895786]] Classifier Val: [[5.3115228e-18]]
Counterfactual at location: 7,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22515, 32940, 33201, 26446, 6982, 1566, 1537, 436, 3273, 1465, 0] Fitness: [[1.9459252]] Classifier Val: [[0.]]
Counterfactual at location: 7,2: [32881, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22515, 40750, 31571, 26446, 7826, 1566, 1563, 436, 3273, 1662, 0] Fitness: [[1.9384549]] Classifier Val: [[0.]]
Counterfactual at location: 7,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 22515, 30445, 28710, 26446, 6982, 1556, 1092, 652, 3517, 1662, 0] Fitness: [[1.940745]] Classifier Val: [[0.]]
Counterfactual at location: 8,0: [14462, 2, 2, 2, 22, 0, 1, 0, 0, 0, 0, 35180, 24788, 30445, 37982, 26446, 6982, 2835, 4191, 652, 3517, 1662, 0] Fitness: [[1.8417377]] Classifier Val: [[5.1124395e-21]]
Counterfactual at location: 8,1: [24284, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 26103, 30430, 31571, 26446, 6982, 1566, 2040, 570, 3517, 1662, 0] Fitness: [[1.9495447]] Classifier Val: [[0.]]
Counterfactual at location: 8,2: [32881, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 26445, 30445, 23185, 26446, 7974, 1556, 1537, 652, 3517, 2159, 0] Fitness: [[1.9476779]] Classifier Val: [[0.]]
Counterfactual at location: 8,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 26445, 29375, 28783, 26446, 5343, 1455, 1092, 652, 3517, 1863, 0] Fitness: [[1.9391725]] Classifier Val: [[0.]]
Counterfactual at location: 9,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 28612, 30445, 27331, 26114, 6982, 1556, 1537, 652, 2787, 1662, 0] Fitness: [[0.9517095]] Classifier Val: [[1.]]
Counterfactual at location: 9,1: [32881, 1, 2, 2, 21, 0, -1, -1, -1, -1, 2, 28387, 28167, 30445, 31571, 26446, 6347, 1052, 1400, 63, 1929, 1465, 0] Fitness: [[2.]] Classifier Val: [[0.]]
Counterfactual at location: 9,2: [38892, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 28612, 29375, 27331, 27953, 6982, 1259, 1537, 652, 3517, 1662, 0] Fitness: [[1.9503328]] Classifier Val: [[0.]]
Counterfactual at location: 9,3: [47570, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 28612, 30445, 27331, 26446, 6982, 1259, 1537, 652, 3517, 1662, 0] Fitness: [[1.9457757]] Classifier Val: [[0.]]
Counterfactual at location: 10,0: [14462, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 30386, 29375, 31571, 26446, 6982, 1566, 1537, 652, 3517, 1662, 0] Fitness: [[0.94253236]] Classifier Val: [[1.]]
Counterfactual at location: 10,1: [28462, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 30386, 29375, 28427, 26446, 6982, 1566, 1537, 652, 3517, 1102, 0] Fitness: [[1.9532928]] Classifier Val: [[0.]]
Counterfactual at location: 10,2: [33962, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 30819, 30111, 30430, 31571, 26446, 6982, 1482, 1537, 652, 3663, 1662, 0] Fitness: [[1.9545054]] Classifier Val: [[0.]]
Counterfactual at location: 10,3: [47570, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 30111, 29375, 31571, 26446, 7826, 1566, 1537, 652, 3517, 1662, 0] Fitness: [[1.9450741]] Classifier Val: [[0.]]
Counterfactual at location: 11,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 33142, 29375, 31571, 26446, 6982, 1556, 1537, 652, 2783, 1662, 0] Fitness: [[0.9439737]] Classifier Val: [[1.]]
Counterfactual at location: 11,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 33142, 29375, 28427, 26446, 6982, 1556, 2047, 652, 2258, 1662, 0] Fitness: [[1.9510534]] Classifier Val: [[0.]]
Counterfactual at location: 11,2: [32881, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 34066, 30445, 30797, 26446, 6982, 1698, 2047, 652, 3517, 1662, 0] Fitness: [[1.9517478]] Classifier Val: [[0.]]
Counterfactual at location: 11,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 33142, 30445, 24094, 26446, 6982, 1556, 1537, 652, 3663, 2159, 0] Fitness: [[1.9403474]] Classifier Val: [[0.]]
Counterfactual at location: 12,0: [14462, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 35703, 30430, 28427, 26446, 6982, 1566, 1537, 652, 3517, 1662, 0] Fitness: [[0.9417026]] Classifier Val: [[1.]]
Counterfactual at location: 12,1: [28462, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 28387, 36387, 30430, 31571, 26446, 7826, 1703, 1537, 652, 3198, 1771, 0] Fitness: [[1.9615796]] Classifier Val: [[0.]]
Counterfactual at location: 12,2: [32881, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29377, 35703, 29606, 38637, 27901, 6982, 1566, 1537, 652, 3517, 1662, 0] Fitness: [[1.9464536]] Classifier Val: [[0.]]
Counterfactual at location: 12,3: [47570, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 35703, 28561, 28427, 26446, 6982, 1523, 2047, 652, 3273, 2159, 0] Fitness: [[1.9321728]] Classifier Val: [[0.]]
Counterfactual at location: 13,0: [14462, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 28387, 41283, 30445, 31571, 25355, 6982, 1566, 1537, 652, 3517, 1587, 0] Fitness: [[0.9289006]] Classifier Val: [[1.]]
Counterfactual at location: 13,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 41283, 30445, 35993, 26446, 7826, 1703, 1537, 652, 3517, 1587, 0] Fitness: [[1.9465773]] Classifier Val: [[2.624189e-29]]
Counterfactual at location: 13,2: [33962, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 40236, 30445, 25820, 26446, 7324, 1556, 2047, 652, 3273, 1771, 0] Fitness: [[1.9474635]] Classifier Val: [[0.]]
Counterfactual at location: 13,3: [57109, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 38583, 30445, 28427, 26446, 6982, 1556, 1537, 652, 3517, 2159, 0] Fitness: [[1.937191]] Classifier Val: [[0.]]
Counterfactual at location: 14,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 41747, 30430, 32088, 26446, 6857, 1703, 1537, 652, 2783, 1662, 0] Fitness: [[0.94020605]] Classifier Val: [[1.]]
Counterfactual at location: 14,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29377, 41747, 26624, 31571, 26446, 6982, 1566, 1537, 652, 3517, 1662, 0] Fitness: [[1.9478585]] Classifier Val: [[9.0408975e-32]]
Counterfactual at location: 14,2: [32881, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29377, 41840, 30445, 28710, 26446, 6982, 1556, 1537, 652, 3517, 1771, 0] Fitness: [[1.9573222]] Classifier Val: [[0.]]
Counterfactual at location: 14,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 41747, 29375, 28427, 26446, 6857, 1556, 1537, 652, 3517, 2140, 0] Fitness: [[1.9390917]] Classifier Val: [[0.]]
Counterfactual at location: 15,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31365, 47270, 30445, 26374, 26446, 6982, 1556, 1537, 652, 3517, 1751, 0] Fitness: [[0.9307561]] Classifier Val: [[1.]]
Counterfactual at location: 15,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29377, 47270, 24698, 36158, 26446, 6982, 1556, 2040, 436, 3517, 1254, 0] Fitness: [[1.9130359]] Classifier Val: [[1.8577e-30]]
Counterfactual at location: 15,2: [32881, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 47270, 29375, 31571, 26446, 7826, 1556, 2040, 436, 3517, 1821, 0] Fitness: [[1.9314636]] Classifier Val: [[6.3557477e-19]]
Counterfactual at location: 15,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 31365, 47270, 29250, 29253, 27617, 6982, 1482, 1537, 652, 2963, 1662, 0] Fitness: [[1.9364288]] Classifier Val: [[0.]]
Counterfactual at location: 16,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 48675, 30445, 31571, 26446, 6982, 1556, 1537, 652, 2787, 1662, 0] Fitness: [[0.93282837]] Classifier Val: [[1.]]
Counterfactual at location: 16,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35180, 49196, 24698, 36158, 26446, 6982, 2835, 4191, 2154, 3517, 1254, 127] Fitness: [[1.8094306]] Classifier Val: [[0.]]
Counterfactual at location: 16,2: [32881, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 48675, 30445, 28710, 26446, 6982, 1556, 4272, 652, 2787, 1771, 0] Fitness: [[1.9324164]] Classifier Val: [[1.8985445e-13]]
Counterfactual at location: 16,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 48675, 30445, 28710, 26446, 6982, 1556, 1537, 652, 2787, 2159, 0] Fitness: [[1.9377345]] Classifier Val: [[0.]]
Counterfactual at location: 17,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 53027, 29375, 28427, 26446, 6982, 1556, 1537, 652, 2975, 1662, 0] Fitness: [[0.93645406]] Classifier Val: [[1.]]
Counterfactual at location: 17,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 53027, 30430, 26135, 26446, 6982, 1566, 1537, 652, 2975, 1662, 0] Fitness: [[0.9559618]] Classifier Val: [[1.]]
Counterfactual at location: 17,2: [39423, 2, 2, 2, 23, 0, 0, 0, 0, 0, 0, 29377, 51884, 26268, 31571, 26446, 6982, 1566, 1563, 652, 2975, 1662, 0] Fitness: [[1.9366391]] Classifier Val: [[0.]]
Counterfactual at location: 17,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 53027, 29375, 29023, 26446, 6982, 1556, 1537, 652, 2975, 1662, 0] Fitness: [[1.9420346]] Classifier Val: [[0.]]
Counterfactual at location: 18,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 54073, 29375, 28427, 26446, 4483, 1566, 1537, 652, 3517, 1662, 0] Fitness: [[0.92069364]] Classifier Val: [[1.]]
Counterfactual at location: 18,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 54073, 29375, 28878, 26446, 6982, 1556, 1537, 652, 2783, 1662, 0] Fitness: [[0.9528227]] Classifier Val: [[1.]]
Counterfactual at location: 18,2: [32881, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29377, 53514, 29606, 38637, 27901, 6857, 1556, 2802, 652, 3517, 1771, 0] Fitness: [[1.9194322]] Classifier Val: [[1.9911322e-08]]
Counterfactual at location: 18,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 29377, 53514, 30445, 29253, 26446, 6857, 1556, 2802, 652, 3517, 1771, 0] Fitness: [[1.9204216]] Classifier Val: [[0.]]
Counterfactual at location: 19,0: [14462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 56330, 29375, 31571, 26446, 6982, 1556, 1537, 652, 2783, 1662, 0] Fitness: [[0.9279824]] Classifier Val: [[1.]]
Counterfactual at location: 19,1: [28462, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 57476, 30430, 25820, 26446, 7826, 1703, 1537, 652, 3517, 1771, 0] Fitness: [[0.9483094]] Classifier Val: [[1.]]
Counterfactual at location: 19,2: [40536, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 57476, 30445, 28427, 25355, 6982, 1556, 1537, 436, 3273, 1662, 0] Fitness: [[1.938436]] Classifier Val: [[0.]]
Counterfactual at location: 19,3: [47570, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28387, 56330, 29375, 29496, 26446, 6982, 1556, 1537, 652, 2783, 1662, 0] Fitness: [[1.9371556]] Classifier Val: [[0.]]
