LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
Counterfactual at location: 2,1: [8946, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 34142, 15713, 30807, 28004, 26446, 6381, 1686, 3680, 560, 2947, 1765, 0] Fitness: [[1.9131602]] Classifier Val: [[2.5810727e-06]]
Counterfactual at location: 2,2: [8946, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 33340, 10760, 30326, 28004, 22351, 6381, 1686, 1400, 560, 4029, 1765, 0] Fitness: [[1.8738297]] Classifier Val: [[0.]]
Counterfactual at location: 2,3: [8946, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 35534, 10760, 30326, 28004, 26215, 6381, 1686, 1400, 560, 3083, 1765, 0] Fitness: [[1.8877277]] Classifier Val: [[0.00010261]]
Counterfactual at location: 3,0: [11581, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 30403, 11750, 30326, 27983, 25504, 6381, 1686, 1400, 560, 3083, 1765, 0] Fitness: [[1.8977628]] Classifier Val: [[3.5770483e-07]]
Counterfactual at location: 3,1: [11581, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 32225, 11750, 30326, 28004, 26446, 6411, 1686, 1403, 560, 3620, 1724, 0] Fitness: [[1.9333519]] Classifier Val: [[4.1796393e-16]]
Counterfactual at location: 3,2: [11581, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30403, 11750, 29365, 26436, 25504, 6381, 1686, 1400, 560, 2578, 1765, 0] Fitness: [[1.8890381]] Classifier Val: [[5.421852e-15]]
Counterfactual at location: 3,3: [11541, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 33340, 15713, 26646, 28004, 18387, 6411, 1686, 1403, 560, 2947, 1765, 0] Fitness: [[1.8835166]] Classifier Val: [[5.1022846e-11]]
Counterfactual at location: 4,0: [13449, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 34390, 14339, 30326, 28434, 25504, 6381, 1940, 1403, 560, 3083, 1765, 0] Fitness: [[1.8931549]] Classifier Val: [[0.]]
Counterfactual at location: 4,1: [13449, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 28173, 14339, 30326, 26182, 20620, 6381, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9398819]] Classifier Val: [[1.09949144e-32]]
Counterfactual at location: 4,2: [13449, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 34142, 14339, 30326, 28434, 26446, 6411, 1686, 1400, 560, 2900, 1765, 0] Fitness: [[1.9006745]] Classifier Val: [[7.217631e-33]]
Counterfactual at location: 4,3: [13449, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 33340, 14339, 30326, 28004, 26446, 6411, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9028827]] Classifier Val: [[2.1382016e-28]]
Counterfactual at location: 5,0: [17261, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 28027, 14664, 30326, 26962, 26446, 6381, 1686, 1400, 560, 3083, 1765, 0] Fitness: [[1.9125687]] Classifier Val: [[0.]]
Counterfactual at location: 5,1: [17261, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 32225, 14339, 30326, 28004, 26446, 6381, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9529631]] Classifier Val: [[0.]]
Counterfactual at location: 5,2: [17261, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 27126, 14339, 30807, 28004, 26446, 6381, 1686, 1403, 560, 2947, 1765, 0] Fitness: [[1.9119599]] Classifier Val: [[0.]]
Counterfactual at location: 5,3: [17261, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 31792, 14664, 30326, 26436, 26446, 6381, 1686, 1400, 560, 3083, 1765, 0] Fitness: [[1.9076468]] Classifier Val: [[0.]]
Counterfactual at location: 6,0: [20882, 2, 1, 2, 23, 0, 0, 0, 0, 0, 0, 35535, 29612, 26224, 27983, 25504, 6381, 1686, 1403, 560, 2947, 1765, 0] Fitness: [[1.9241443]] Classifier Val: [[4.048464e-09]]
Counterfactual at location: 6,1: [20882, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 32225, 14339, 27894, 28004, 22539, 6604, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9472337]] Classifier Val: [[0.]]
Counterfactual at location: 6,2: [20882, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 35534, 14339, 30326, 28004, 26446, 6381, 1686, 1400, 560, 3083, 1765, 0] Fitness: [[1.9107636]] Classifier Val: [[0.]]
Counterfactual at location: 6,3: [20882, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 30251, 14339, 30326, 24846, 26446, 6381, 1940, 1403, 560, 2947, 1765, 0] Fitness: [[1.9065433]] Classifier Val: [[0.]]
Counterfactual at location: 7,0: [21446, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 34390, 26832, 30326, 28434, 25504, 6580, 1940, 1403, 560, 3083, 1765, 0] Fitness: [[1.9221746]] Classifier Val: [[9.9244627e-29]]
Counterfactual at location: 7,1: [21446, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 30639, 26832, 23950, 26962, 26446, 6411, 1686, 1400, 560, 1800, 2229, 0] Fitness: [[1.9431244]] Classifier Val: [[9.792953e-28]]
Counterfactual at location: 7,2: [22578, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30442, 29612, 24476, 28004, 22539, 6381, 1686, 1403, 560, 3083, 1765, 0] Fitness: [[1.9265529]] Classifier Val: [[0.]]
Counterfactual at location: 7,3: [21335, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 30442, 23767, 30326, 28004, 26446, 5605, 1686, 1403, 560, 2947, 1765, 0] Fitness: [[1.9261196]] Classifier Val: [[4.197773e-32]]
Counterfactual at location: 8,0: [24583, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 34319, 29612, 30326, 27983, 25504, 6381, 1686, 1400, 560, 3083, 1213, 0] Fitness: [[1.9231021]] Classifier Val: [[0.00150072]]
Counterfactual at location: 8,1: [26172, 2, 2, 2, 22, -1, 0, 0, 0, 0, 0, 37253, 29612, 30326, 28004, 26446, 6411, 1686, 1400, 560, 3714, 1765, 0] Fitness: [[1.9322679]] Classifier Val: [[0.]]
Counterfactual at location: 8,2: [26172, 2, 3, 2, 21, 0, 0, 0, 0, 0, 0, 27776, 31360, 30326, 30176, 26446, 6411, 1686, 923, 560, 2452, 1765, 0] Fitness: [[1.9197532]] Classifier Val: [[0.]]
Counterfactual at location: 8,3: [26172, 2, 4, 2, 21, 0, 0, 0, 0, 0, 0, 30403, 31360, 30326, 27983, 25504, 6381, 1686, 1400, 560, 2452, 1765, 0] Fitness: [[1.9339644]] Classifier Val: [[0.]]
Counterfactual at location: 9,0: [28946, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 28027, 21425, 30326, 26962, 26446, 6381, 1686, 1400, 560, 2148, 1661, 0] Fitness: [[1.9256911]] Classifier Val: [[0.]]
Counterfactual at location: 9,1: [20882, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35535, 29612, 30326, 28004, 26446, 6411, 1686, 1400, 560, 2148, 1765, 0] Fitness: [[2.]] Classifier Val: [[0.]]
Counterfactual at location: 9,2: [27189, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 27126, 29612, 30807, 28004, 26446, 6604, 1686, 1403, 771, 2947, 1714, 0] Fitness: [[1.9345508]] Classifier Val: [[0.]]
Counterfactual at location: 9,3: [29213, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 35678, 24283, 30326, 28004, 26446, 6381, 1686, 1255, 560, 2400, 1765, 0] Fitness: [[1.9252696]] Classifier Val: [[0.]]
Counterfactual at location: 10,0: [30991, 2, 1, 2, 23, 0, 0, 0, 0, 0, 0, 28027, 23883, 30326, 30411, 26446, 6381, 1686, 1400, 560, 2148, 2229, 0] Fitness: [[1.9192348]] Classifier Val: [[0.]]
Counterfactual at location: 10,1: [30938, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35535, 29612, 30326, 24995, 23387, 6411, 1686, 1400, 560, 2148, 1765, 0] Fitness: [[1.9678874]] Classifier Val: [[0.]]
Counterfactual at location: 10,2: [30991, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 28027, 12073, 30326, 27305, 26446, 6381, 1686, 1400, 560, 2947, 2229, 0] Fitness: [[1.9177207]] Classifier Val: [[0.]]
Counterfactual at location: 10,3: [30991, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 28027, 12073, 30326, 27305, 26446, 6381, 1686, 1400, 560, 3083, 1791, 0] Fitness: [[1.9257377]] Classifier Val: [[0.]]
Counterfactual at location: 11,0: [33236, 2, 1, 2, 21, 0, 0, 0, 0, 0, 0, 33340, 31360, 30326, 28434, 26446, 6241, 1686, 1400, 560, 2452, 1765, 0] Fitness: [[1.9316771]] Classifier Val: [[0.]]
Counterfactual at location: 11,1: [34464, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 34933, 15713, 30807, 28004, 26446, 6381, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9641633]] Classifier Val: [[0.]]
Counterfactual at location: 11,2: [33161, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 34390, 28078, 30326, 28004, 22539, 6381, 1686, 1400, 560, 4029, 1791, 0] Fitness: [[1.9241734]] Classifier Val: [[0.]]
Counterfactual at location: 11,3: [34646, 2, 4, 2, 23, 0, 0, 0, 0, 0, 0, 35535, 21425, 35159, 28004, 24450, 6381, 1311, 1400, 560, 3155, 1765, 0] Fitness: [[1.9067664]] Classifier Val: [[0.]]
Counterfactual at location: 12,0: [37242, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 28173, 31085, 30326, 28004, 26446, 6604, 1686, 1403, 560, 3959, 1714, 0] Fitness: [[1.9325273]] Classifier Val: [[0.]]
Counterfactual at location: 12,1: [37419, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35535, 29612, 31552, 28004, 26446, 6381, 2393, 1400, 560, 1745, 1765, 0] Fitness: [[1.949707]] Classifier Val: [[0.]]
Counterfactual at location: 12,2: [36852, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 27361, 29612, 30326, 29270, 29806, 6381, 1472, 1403, 560, 2947, 1765, 0] Fitness: [[1.9335012]] Classifier Val: [[0.]]
Counterfactual at location: 12,3: [36852, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 33340, 22044, 34486, 29270, 26446, 6822, 1686, 1403, 560, 3083, 1765, 0] Fitness: [[1.9198586]] Classifier Val: [[0.]]
Counterfactual at location: 13,0: [41378, 2, 1, 2, 21, 0, 0, 0, 0, 0, 0, 35831, 31360, 30326, 28004, 26446, 6381, 1686, 1403, 560, 2452, 1765, 0] Fitness: [[1.9228952]] Classifier Val: [[0.]]
Counterfactual at location: 13,1: [41378, 2, 2, 2, 21, 0, 0, 0, 0, 0, 0, 29876, 32388, 30326, 27305, 26446, 6381, 1686, 1400, 560, 3122, 2229, 0] Fitness: [[1.9681363]] Classifier Val: [[0.]]
Counterfactual at location: 13,2: [41378, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30442, 21132, 30326, 28004, 29850, 6381, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9232507]] Classifier Val: [[0.]]
Counterfactual at location: 13,3: [41378, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 35096, 14664, 30326, 28004, 26446, 6381, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9133357]] Classifier Val: [[0.]]
Counterfactual at location: 14,0: [43066, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 28173, 29612, 30326, 28004, 31380, 6381, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9351951]] Classifier Val: [[0.]]
Counterfactual at location: 14,1: [43066, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35535, 29612, 30326, 26681, 26446, 11531, 1686, 1400, 560, 4029, 1765, 0] Fitness: [[1.9455996]] Classifier Val: [[0.]]
Counterfactual at location: 14,2: [43066, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 35535, 29612, 30326, 28004, 26446, 6604, 3182, 1403, 560, 2452, 1765, 0] Fitness: [[1.9048381]] Classifier Val: [[0.]]
Counterfactual at location: 14,3: [43250, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 35678, 28078, 30326, 26223, 22351, 6381, 1686, 1400, 560, 2947, 1765, 0] Fitness: [[1.9215953]] Classifier Val: [[0.]]
Counterfactual at location: 15,0: [46730, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 33340, 29612, 30326, 28004, 22539, 6411, 1686, 1403, 560, 3083, 2103, 0] Fitness: [[1.9198221]] Classifier Val: [[0.]]
Counterfactual at location: 15,1: [46730, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35384, 29612, 30807, 28004, 26446, 6411, 1686, 1403, 560, 2900, 1969, 0] Fitness: [[1.969111]] Classifier Val: [[0.]]
Counterfactual at location: 15,2: [46730, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 34142, 29612, 30326, 28434, 26446, 6411, 1686, 1403, 560, 2900, 2103, 0] Fitness: [[1.9244394]] Classifier Val: [[0.]]
Counterfactual at location: 15,3: [46730, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 33340, 26301, 26646, 28004, 18387, 6411, 1451, 1403, 560, 2900, 1765, 0] Fitness: [[1.9035077]] Classifier Val: [[0.]]
Counterfactual at location: 16,0: [48126, 2, 1, 2, 21, 0, 0, 0, 0, 0, 0, 30251, 31951, 31295, 29270, 26446, 6381, 1686, 1403, 628, 2947, 1661, 0] Fitness: [[1.920747]] Classifier Val: [[0.]]
Counterfactual at location: 16,1: [50175, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 33340, 14339, 30326, 28004, 22539, 6381, 1686, 1400, 560, 2947, 1791, 0] Fitness: [[1.9456077]] Classifier Val: [[0.]]
Counterfactual at location: 16,2: [48126, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 30251, 31951, 31295, 29270, 26446, 6381, 1940, 1403, 628, 2947, 1765, 0] Fitness: [[1.9195926]] Classifier Val: [[0.]]
Counterfactual at location: 16,3: [48126, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 33340, 29612, 34486, 29270, 25000, 6822, 1686, 1403, 560, 3083, 1765, 0] Fitness: [[1.9203017]] Classifier Val: [[0.]]
Counterfactual at location: 17,0: [53349, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 34933, 23548, 30326, 28434, 25448, 6381, 1686, 1400, 560, 2964, 1622, 0] Fitness: [[1.9138958]] Classifier Val: [[0.]]
Counterfactual at location: 17,1: [53965, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 35535, 26832, 30436, 27962, 22539, 6411, 1686, 1400, 560, 2947, 1791, 0] Fitness: [[1.9598196]] Classifier Val: [[0.]]
Counterfactual at location: 17,2: [53965, 2, 3, 2, 22, 0, 0, 0, 0, 0, 0, 28653, 14339, 30326, 28004, 26446, 6411, 1686, 1400, 560, 2900, 1765, 0] Fitness: [[1.912936]] Classifier Val: [[0.]]
Counterfactual at location: 17,3: [53799, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 31792, 28078, 30326, 26436, 26446, 6381, 1686, 1400, 560, 3083, 1791, 0] Fitness: [[1.9259398]] Classifier Val: [[0.]]
Counterfactual at location: 18,0: [54110, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 28653, 14957, 30326, 26223, 25504, 6381, 1686, 1403, 560, 3083, 1765, 0] Fitness: [[1.9094472]] Classifier Val: [[0.]]
Counterfactual at location: 18,1: [54020, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 34142, 15713, 30326, 28004, 26446, 6381, 2580, 1403, 628, 4029, 1765, 0] Fitness: [[1.921757]] Classifier Val: [[0.]]
Counterfactual at location: 18,2: [54110, 2, 3, 2, 21, 0, 0, 0, 0, 0, 0, 37729, 29612, 30326, 30176, 29806, 6411, 1940, 1403, 560, 2947, 1765, 0] Fitness: [[1.9098227]] Classifier Val: [[0.]]
Counterfactual at location: 18,3: [54110, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 30251, 29612, 30326, 24846, 26446, 6411, 1940, 1403, 560, 2947, 1765, 0] Fitness: [[1.9230133]] Classifier Val: [[0.]]
Counterfactual at location: 19,0: [58982, 2, 1, 2, 22, 0, 0, 0, 0, 0, 0, 28027, 23883, 30326, 30411, 26446, 6411, 1686, 1400, 560, 2148, 1765, 0] Fitness: [[1.9104056]] Classifier Val: [[0.]]
Counterfactual at location: 19,1: [58982, 2, 2, 2, 22, 0, 0, 0, 0, 0, 0, 30442, 14339, 30326, 28434, 29850, 6381, 1686, 1400, 560, 2134, 1765, 0] Fitness: [[1.9349065]] Classifier Val: [[0.]]
Counterfactual at location: 19,2: [57159, 2, 3, 2, 21, 0, 0, 0, 0, 0, 0, 35831, 14339, 30326, 26223, 26446, 6381, 1686, 1403, 560, 2452, 1765, 0] Fitness: [[1.8914256]] Classifier Val: [[0.]]
Counterfactual at location: 19,3: [57159, 2, 4, 2, 22, 0, 0, 0, 0, 0, 0, 23974, 14339, 30326, 26223, 26446, 6381, 1686, 1403, 560, 2947, 1765, 0] Fitness: [[1.9028496]] Classifier Val: [[0.]]
